title,locale,image_url,url,path,labio_identnummer,description,price,Grundpreis,Füllmenge,category,Anwendung,Inhaltsstoffe,Siliconfree,Vegan
Colour Protection Structure Restoring Mask,en,https://image.labiosthetique.com/i/square-1440/m2-product:colour_protection_structure_restoring_mask_247175_100ml_714a4a0.jpg/feed-media.jpg,https://www.labiosthetique.de/colour-protection-structure-restoring-mask,/colour-protection-structure-restoring-mask,120828,"The deep-conditioning mask with a multiple effect deeply regenerates and restructures the hair structure, seals and protects its external layers and maintains the hair’s colour brilliance.","48,00 €","480,00 € / 1 l",100 ml,Haar- & Kopfhautpflege,"Distribute into damp hair, leave in for 10 minutes and rinse out thoroughly.","AQUA (WATER), BEHENAMIDOPROPYL DIMETHYLAMINE, CETEARYL ALCOHOL, PROPYLENE GLYCOL, NEOPENTYL GLYCOL DIHEPTANOATE, DICAPRYLYL ETHER , DICOCOYL PENTAERYTHRITYL DISTEARYL CITRATE , INULIN, LACTIC ACID, BEHENTRIMONIUM METHOSULFATE, LAURYL ALCOHOL, ARGANIA SPINOSA (ARGAN) KERNEL OIL, PARFUM (FRAGRANCE), BUTYLENE GLYCOL, BENZOIC ACID, CETEARYL ISONONANOATE, TRITICUM VULGARE GERM OIL, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, CAPRYLIC/CAPRIC TRIGLYCERIDE, STARCH HYDROXYPROPYLTRIMONIUM CHLORIDE, CERAMIDE NG, TROMETHAMINE, LINOLEIC ACID, LIMONENE, CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL, HYDROXYPROPYL OXIDIZED STARCH PG-TRIMONIUM CHLORIDE, LINALOOL, TRITICUM VULGARE (WHEAT) BRAN EXTRACT, TRITICUM VULGARE GERM EXTRACT, SODIUM LACTATE, CRAMBE MARITIMA LEAF EXTRACT, LINALYL ACETATE, SODIUM CHLORIDE, UREA, GLYCERIN, CAMELLIA OLEIFERA SEED OIL, LEVULINIC ACID, TOCOPHERYL ACETATE, TOCOPHEROL, P-ANISIC ACID",yes,yes
Fortifying Scalp Concentrate,en,https://image.labiosthetique.com/i/square-1440/m2-product:fortifying_scalp_concentrate_384374_100ml_8314254.jpg/feed-media.jpg,https://www.labiosthetique.de/fortifying-scalp-concentrate,/fortifying-scalp-concentrate,120569,"The scalp concentrate increases the supply of nutrients to the hair roots, counteracts hair loss and makes the hair thicker and stronger.","136,00 €","1.360,00 € / 1 l",100 ml,Haar- & Kopfhautpflege,"Apply the contents of one ampoule to the scalp along the parting and massage in gently. Allow to absorb before blow-drying. For intensive treatment, we recommend that you ideally use the product every other day over a period of three months. For prophylaxis in the case of age-related weakening hair growth and if there is a recognisable tendency towards hair loss in the family, long-term preventive treatment with 1–2 ampoules per week is recommended.","AQUA (WATER), FAEX (YEAST) EXTRACT, PROPYLENE GLYCOL, PANAX GINSENG ROOT EXTRACT, PHENOXYETHANOL, ARGININE, ACETYL TYROSINE, ARCTIUM MAJUS ROOT EXTRACT, HYDROLYZED SOY PROTEIN, 1,2-HEXANEDIOL, GLUTATHIONE, HYDROLYZED DNA, ISOMERIZED LINOLEIC ACID, TETRASODIUM GLUTAMATE DIACETATE, CALCIUM PANTOTHENATE , DIPOTASSIUM GLYCYRRHIZATE, ETHYLHEXYLGLYCERIN, HYDROXYPROPYL GUAR, SODIUM POLYPHOSPHATE, ZINC GLUCONATE, TROMETHAMINE, LACTIC ACID, NIACINAMIDE, ORNITHINE HCL, CHLORELLA VULGARIS/LUPINUS ALBUS PROTEIN FERMENT, CITRULLINE, CAPRYLOYL GLYCINE, CAPRYLYL/CAPRYL GLUCOSIDE, CICHORIUM INTYBUS ROOT EXTRACT, GLUCOSAMINE HCL, BIOTIN, DISODIUM SUCCINATE, METHYLPARABEN, SODIUM BENZOATE, POTASSIUM SORBATE, TOCOPHEROL",yes,yes
Moisture Control Shampoo,en,https://image.labiosthetique.com/i/square-1440/m2-product:moisture_control_shampoo_395124_250ml_f28af5b.jpg/feed-media.jpg,https://www.labiosthetique.de/moisture-control-shampoo?childSku=4040218882018,/moisture-control-shampoo?childSku=4040218882018,120373,"While mildly cleansing the scalp and hair, the shampoo reduces the excretion of sweat from the scalp pores and provides longer-lasting freshness.","27,50 €","110,00 € / 1 l",250 ml,Haar- & Kopfhautpflege,"Distribute evenly in moist hair and on the scalp, briefly leave to take effect, then rinse out thoroughly.","AQUA (WATER), SODIUM LAURETH SULFATE, DISODIUM LAURETH SULFOSUCCINATE, CAPRYLYL/CAPRYL GLUCOSIDE, LAURYL PYRROLIDONE, PROPANEDIOL, POLYGLYCERYL-3 OLEATE, SODIUM BENZOATE, SODIUM CHLORIDE, PARFUM (FRAGRANCE), BETAINE, ACETIC ACID, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, BENZOIC ACID, FOMES OFFICINALIS (MUSHROOM) EXTRACT, CITRIC ACID, POTASSIUM SORBATE, LIMONENE, CITRUS LIMON (LEMON) PEEL OIL, PINENE",yes,yes
Belesthétique The Cream,en,https://image.labiosthetique.com/i/square-1440/m2-product:belesth_tique_the_cream_247895_50ml_f1f8703.jpg/feed-media.jpg,https://www.labiosthetique.de/belesthetique-the-cream,/belesthetique-the-cream,002042,"With highly effective plant ingredients and an exclusive anti-aging phyto complex with iris and white truffle, The Cream visibly lifts the facial contours and helps the skin to maintain its timeless beauty and youthfulness.","249,50 €","4.990,00 € / 1 l",50 ml,Hautpflege,"In the morning and evening, apply The Cream to the cleansed face.","AQUA (WATER), GLYCERIN, CAPRYLIC/CAPRIC TRIGLYCERIDE, SQUALANE, CETEARYL ETHYLHEXANOATE, HYDROGENATED COCO-GLYCERIDES, SACCHARIDE ISOMERATE, CETEARYL ALCOHOL, CETEARYL GLUCOSIDE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, CETYL PALMITATE, BUTYLENE GLYCOL, LAUROYL LYSINE, PROPANEDIOL, POTASSIUM CETYL PHOSPHATE, PARFUM (FRAGRANCE), PHENOXYETHANOL, ACMELLA OLERACEA EXTRACT, CERAMIDE NG, ISOPROPYL MYRISTATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, BRASSICA CAMPESTRIS (RAPESEED) STEROLS, TUBER MAGNATUM EXTRACT, BEHENYL ALCOHOL, GLYCERYL STEARATE, ETHYL FERULATE, PALMITIC ACID, STEARIC ACID, TOCOPHEROL, BENZOIC ACID, IRIS FLORENTINA ROOT EXTRACT, CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL, DEHYDROACETIC ACID, ALPHA-ISOMETHYL IONONE, CITRIC ACID, SODIUM CITRATE, LIMONENE, CETYL ALCOHOL, LAURYL ALCOHOL, LECITHIN, LUPINUS ALBUS SEED EXTRACT, MYRISTYL ALCOHOL, ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT , LINALOOL, LINALYL ACETATE, GERANIOL, TERPINEOL, PINENE, POTASSIUM SORBATE, SODIUM BENZOATE, CITRONELLOL, ROSE FLOWER OIL/EXTRAKT",yes,yes
N° 12 Lippenpinsel,en,https://image.labiosthetique.com/i/square-1440/m2-product:n_12_lippenpinsel_394493_1St_ck_9835505.jpg/feed-media.jpg,https://www.labiosthetique.de/n-12-lippenpinsel,/n-12-lippenpinsel,031562,For precise lip make-up application: brush that retains its shape for the lip line and perfect lip make-up.,"13,50 €",,1 pcs,Make-Up,"Use the brush to pick up lip colour or lip gloss, and use the tip of the brush to outline the lip line: from the cupid’s bow to the edge of the bottom lip. Then use the wide side of the brush to fill in the lips.",,no,no
Dermosthétique Vitamin C + Niacin Illuminating Concentrate,en,https://image.labiosthetique.com/i/square-1440/m2-product:dermosth_tique_vitamin_c_niacin_illuminating_concentrate_247949_30ml_a3def97.jpg/feed-media.jpg,https://www.labiosthetique.de/dermosthetique-vitamin-c-niacin-illuminating-concentrate,/dermosthetique-vitamin-c-niacin-illuminating-concentrate,002294,"The concentrated power of two vitamins reduces pigment disorders and creates a balanced, clear complexion with youthful radiance.","85,00 €","2.833,33 € / 1 l",30 ml,Hautpflege,"In the morning and evening, distribute three to four drops of the concentrate onto the cleansed and toned skin of the face, neck and décolleté, as well as onto affected areas of skin such as the backs of the hands, scalp (if bald) and forearms, and lightly massage in.","AQUA (WATER), PENTYLENE GLYCOL, NIACINAMIDE, SODIUM ASCORBYL PHOSPHATE, SODIUM HYALURONATE, HYDROXYACETOPHENONE, LINOLENIC ACID",yes,yes
Perfect Skin 2/4 Medium Peach,en,https://image.labiosthetique.com/i/square-1440/m2-product:perfect_skin_2_4_medium_peach_391653_30ml_877dbd6.jpg/feed-media.jpg,https://www.labiosthetique.de/perfect-skin?childSku=4040218878516,/perfect-skin?childSku=4040218878516,021579,"With its perfect coverage, the liquid foundation provides a lastingly flawless, naturally cared for and mattified complexion.","40,00 €",,30 ml,Make-Up,"Evenly apply a small amount of the product with a make-up brush, sponge or the fingers, and blend in.","CENTAUREA CYANUS FLOWER WATER, C9-12 ALKANE, CI 77891 (TITANIUM DIOXIDE), AQUA (WATER), POLYGLYCERYL-2 DIPOLYHYDROXYSTEARATE, UNDECANE, COCO-CAPRYLATE/CAPRATE, TRIHYDROXYSTEARIN, TRIDECANE, POLYGLYCERYL-3 DIISOSTEARATE, CI 77492 (IRON OXIDES), MAGNESIUM SULFATE, CI 77491 (IRON OXIDES), PERSEA GRATISSIMA (AVOCADO) OIL, POTASSIUM SORBATE, HYDROGENATED VEGETABLE OIL, SODIUM LEVULINATE, PARFUM (FRAGRANCE), CI 77499 (IRON OXIDES), BENZYL ALCOHOL, SODIUM BENZOATE, SODIUM PHYTATE, LACTIC ACID, VANILLIN, TOCOPHEROL, BALANITES ROXBURGHII SEED OIL, LINALOOL, CITRUS AURANTIUM PEEL OIL, LIMONENE, JUNIPERUS VIRGINIANA OIL, POGOSTEMON CABLIN OIL, ALCOHOL",yes,yes
Bürste Ceramic & Ion 80mm,en,https://image.labiosthetique.com/i/square-1440/m2-product:b_rste_ceramic_ion_80mm_247435_1St_ck_3f330f2.jpg/feed-media.jpg,https://www.labiosthetique.de/buerste-ceramic-ion-80mm,/buerste-ceramic-ion-80mm,043583,"The special big round brush for more shine, fast drying and more volume. With ionising bristles for an antistatic effect.","37,00 €",,1 pcs,"Haar- & Kopfhautpflege,Styling","Blow-dry the hair till it is half-dry and then twist the brush in the hair strand by strand, blow-dry and fix with hairspray. Place the brush at the hair roots, hold tight in the hair and direct the hairdryer at the brush body. Blow-dry the hair on a high setting and for longer hold blast it with the cool shot setting.",,no,no
N° 2 Rougepinsel,en,https://image.labiosthetique.com/i/square-1440/m2-product:n_2_rougepinsel_394489_1St_ck_4e44ccc.jpg/feed-media.jpg,https://www.labiosthetique.de/n-2-rougepinsel,/n-2-rougepinsel,031241,"For a sophisticated and precise emphasis of the cheek contours: High-quality blusher brush made of soft, slanted natural hair","25,00 €",,1 pcs,Make-Up,Pick up some blusher powder with the brush. Tap surplus blusher on to the back of your hand. For an accentuated effect suck the cheeks in and distribute the blusher below the cheekbones from bottom to top in the direction of the ears and softly blend. Tip: Apply a darker shade below the cheekbones for contouring. Apply highlighter to accentuate the cheekbones and blend the edges.,,no,no
Cream Gloss Spicy Orange,en,https://image.labiosthetique.com/i/square-1440/m2-product:cream_gloss_spicy_orange_324295_3_5ml_2015887.jpg/feed-media.jpg,https://www.labiosthetique.de/cream-gloss?childSku=4040218847215,/cream-gloss?childSku=4040218847215,019898,Intense colour brilliance and care in one: This high-gloss Cream Gloss gives you sensuously full and glamorous 50s-style lips in the time it takes you to create that perfect pout,"25,00 €",,"3,5 ml",Make-Up,Apply Cream Gloss to the lips with the help of the applicator. The creamy texture enables a precise and easy application. Tip: For a special 3D effect apply lipliner and lipstick and then just apply the gloss to the middle of the top and bottom lip.,"OLEIC/LINOLEIC/LINOLENIC POLYGLYCERIDES, RICINUS COMMUNIS (CASTOR) SEED OIL, HYDROGENATED VEGETABLE OIL, KAOLIN, CANDELILLA CERA (EUPHORBIA CERIFERA WAX), CERA ALBA (BEESWAX), DICALCIUM PHOSPHATE, CI 77891 (TITANIUM DIOXIDE), CI 19140 (YELLOW 5 LAKE), CI 45410 (RED 28 LAKE), PARFUM (FRAGRANCE), CI 77491 (IRON OXIDES), SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL, CI 77499 (IRON OXIDES)",yes,no
Spa Wellness Soap,en,https://image.labiosthetique.com/i/square-1440/m2-product:spa_wellness_soap_329821_50g_6d7a278.jpg/feed-media.jpg,https://www.labiosthetique.de/spa-wellness-soap?childSku=4040218856415,/spa-wellness-soap?childSku=4040218856415,003923,A gentle wellness soap for cleansing the face and body.,"9,00 €","180,00 € / 1 kg",50 g,Hautpflege,Lather the soap bar in moist hands and distribute the foam on the moistened skin of the face and body. Rinse off with warm water. Can be used for daily cleansing.,"SODIUM PALMATE, SODIUM PALM KERNELATE, AQUA (WATER), PARFUM (FRAGRANCE), GLYCERIN, BUTYROSPERMUM PARKII (SHEA) BUTTER, SODIUM CHLORIDE, TETRASODIUM EDTA, TETRASODIUM ETIDRONATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LIMONENE, CITRUS LIMON (LEMON) PEEL OIL, CITRUS AURANTIUM PEEL OIL, PINENE, COUMARIN, CITRAL",yes,no
Tender Blush Burgundy,en,https://image.labiosthetique.com/i/square-1440/m2-product:tender_blush_burgundy_378719_3_5g_aefa597.jpg/feed-media.jpg,https://www.labiosthetique.de/tender-blush?childSku=4040218870015,/tender-blush?childSku=4040218870015,018505,The elegant powder blusher Tender Blush defines the cheekbones and enhances your features.,"30,50 €",,"3,5 g",Make-Up,"Use a brush or a make-up sponge to evenly apply Tender Blush from cheeks to hair line, softly distribute in lightly circling motions and then blend.","TALC, CI 77491 (IRON OXIDES), CI 15850 (RED 7 LAKE), OCTYLDODECYL STEAROYL STEARATE, SYNTHETIC FLUORPHLOGOPITE, CI 77499 (IRON OXIDES), SILICA, ETHYLHEXYLGLYCERIN, CAPRYLYL GLYCOL, ISOSTEARYL NEOPENTANOATE, DEHYDROACETIC ACID, CI 77891 (TITANIUM DIOXIDE), CI 19140 (YELLOW 5 LAKE), TIN OXIDE, TOCOPHEROL",yes,yes
Sensual Lipstick Brilliant B243 Purple Gem,en,https://image.labiosthetique.com/i/square-1440/m2-product:sensual_lipstick_brilliant_b243_purple_gem_410743_3_3g_f5125ae.jpg/feed-media.jpg,https://www.labiosthetique.de/sensual-lipstick-brilliant?childSku=4040218889215,/sensual-lipstick-brilliant?childSku=4040218889215,019963,The lipstick contains high-quality conditioning oils for a film star pout.,"26,50 €",,"3,3 g",Make-Up,Simply apply Sensual Lipstick Brilliant to the lips for shimmering shine. A lip brush provides a more precise application. Gently outline the lip line with a lip liner to match the colour of the lipstick for more intense colour brilliance.,"POLYGLYCERYL-2 TRIISOSTEARATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, CI 77491 (IRON OXIDES), MICA, HELIANTHUS ANNUUS (SUNFLOWER) SEED WAX, CANDELILLA CERA (EUPHORBIA CERIFERA WAX), CI 77891 (TITANIUM DIOXIDE), CI 42090 (BLUE 1 LAKE), CI 15850 (RED 7 LAKE), ETHYL VANILLIN, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, AROMA (FLAVOR), SILICA, ASCORBYL PALMITATE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, TOCOPHEROL, DISTEARDIMONIUM HECTORITE, POLYHYDROXYSTEARIC ACID, CI 15850 (RED 6), CI 15985 (YELLOW 6 LAKE), CI 19140 (YELLOW 5 LAKE), CI 45410 (RED 28 LAKE), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES)",yes,yes
Kopfhautbürste Sensitive,en,https://image.labiosthetique.com/i/square-1440/m2-product:kopfhautb_rste_sensitive_418051_1St_ck_b10a2d6.jpg/feed-media.jpg,https://www.labiosthetique.de/kopfhautbuerste-sensitive,/kopfhautbuerste-sensitive,030334,"Gentle exfoliation, thorough cleansing and an invigorating massage: The Scalp Brush removes residue, promotes microcirculation and optimises the absorption of scalp and hair care products.","10,50 €",,1 pcs,Haar- & Kopfhautpflege,"When shampooing the hair: Lather up the shampoo and use the brush to gently massage it into the scalp to intensify the cleansing effect and invigorate the scalp. With hair care products: Distribute the mask or conditioner in the lengths and tips, then use the brush to work it into the hair so that every hair is given an even coating of care. For a scalp massage: Use on dry scalps to stimulate microcirculation and relax the scalp.",,no,no
Magic Shadow 55 Earth,en,https://image.labiosthetique.com/i/square-1440/m2-product:magic_shadow_55_earth_388817_2_5g_27c7aaa.jpg/feed-media.jpg,https://www.labiosthetique.de/magic-shadow?childSku=4040218874914,/magic-shadow?childSku=4040218874914,016506,The powder eyeshadow contains powdery colour pigments to magically give the eyelids enchanting accents.,"25,00 €","10,00 € / 1 g","2,5 g",Make-Up,"Simply apply Magic Shadow to the lid with the fingers, the eyeshadow applicator or a brush in the desired shape and colour intensity.","TALC, CI 77499 (IRON OXIDES), MICA, CI 77491 (IRON OXIDES), PENTAERYTHRITYL TETRAISOSTEARATE, ZEA MAYS (CORN) STARCH, OCTYLDODECYL STEAROYL STEARATE, PHENYL TRIMETHICONE, CI 77891 (TITANIUM DIOXIDE), ZINC STEARATE, CI 77492 (IRON OXIDES), SORBIC ACID, SODIUM DEHYDROACETATE, GLYCINE SOJA (SOYBEAN) OIL, BISABOLOL, CALENDULA OFFICINALIS FLOWER EXTRACT, TOCOPHEROL",no,yes
Velvet Finish Paste,en,https://image.labiosthetique.com/i/square-1440/m2-product:velvet_finish_paste_398160_75ml_d9f055f.jpg/feed-media.jpg,https://www.labiosthetique.de/velvet-finish-paste,/velvet-finish-paste,120749,"The vegan styling paste shapes and completes hairstyles with plant waxes, caring ingredients and a silky matte finish – for flexible definition and natural hold.","31,00 €","413,33 € / 1 l",75 ml,Styling,Rub the paste between your fingers and work it into dry or still slightly damp hair.,"AQUA (WATER), GLYCERIN, HEPTYL UNDECYLENATE, COPERNICIA CERIFERA CERA (CARNAUBA WAX), MYRICA CERIFERA (BAYBERRY) FRUIT WAX, HYDROGENATED COCO-GLYCERIDES, ETHYLHEXYL STEARATE, KAOLIN, CETEARYL ALCOHOL, CETEARYL GLUCOSIDE, CETYL PALMITATE, STEARIC ACID, PALMITIC ACID, SODIUM BENZOATE, POTASSIUM CETYL PHOSPHATE, PARFUM (FRAGRANCE), CITRUS LIMON (LEMON) PEEL OIL, LIMONENE, MENTHA VIRIDIS LEAF OIL, CARVONE, PELARGONIUM GRAVEOLENS FLOWER OIL, PANAX GINSENG ROOT EXTRACT, PINENE, CITRONELLOL, GERANIOL, CITRAL, LINALOOL, MENTHOL, BETA-CARYOPHYLLENE",yes,yes
Brilliant Nail Nightshade,en,https://image.labiosthetique.com/i/square-1440/m2-product:brilliant_nail_nightshade_405202_8ml_bda625e.jpg/feed-media.jpg,https://www.labiosthetique.de/brilliant-nail?childSku=4040218885514,/brilliant-nail?childSku=4040218885514,020461,Brilliant Nail nail polish gives finger and toe nails a cheeky look with high shine and is also long-lasting,"19,00 €",,8 ml,Make-Up,"Simply apply a thin coat of Brilliant Nail to the already dry base coat and/or directly to the nail. Would you like a more intense colour result? If so, simply apply a second coat. For more durability fix the nails with the Superior Nail Treatment top coat. And if you are in a rush, use Brilliant Nail Finish for fast-drying nails.","BUTYL ACETATE, ETHYL ACETATE, NITROCELLULOSE, ADIPIC ACID/NEOPENTYL GLYCOL/TRIMELLITIC ANHYDRIDE COPOLYMER, ACETYL TRIBUTYL CITRATE, ISOPROPYL ALCOHOL, CI 77007 (ULTRAMARINES), STEARALKONIUM HECTORITE, CI 15850 (RED 7 LAKE), MICA, CI 77891 (TITANIUM DIOXIDE), CI 77266 (BLACK 2), CITRIC ACID",yes,yes
Eyeshadow Pen Flare,en,https://image.labiosthetique.com/i/square-1440/m2-product:eyeshadow_pen_flare_411716_1_4g_eaf7068.jpg/feed-media.jpg,https://www.labiosthetique.de/eyeshadow-pen?childSku=4040218889314,/eyeshadow-pen?childSku=4040218889314,016317,Can be used as an eyeshadow or an liner: Eyeshadow Pen with a soft and creamy texture that is easy to apply and blend,"23,50 €",,"1,4 g",Make-Up,Apply the Eyeshadow Pen as an eyeshadow to the whole top lid or as an eyeliner along the lashes. The colour is easy to blend with the fingers or a brush.,"DIMETHICONE, SILICA, MICA, ISOAMYL COCOATE, SUCROSE TETRASTEARATE TRIACETATE, CALCIUM SODIUM BOROSILICATE, POLYBUTENE, HYDROGENATED JOJOBA OIL, SYNTHETIC WAX, TRIMETHYLSILOXYSILICATE/DIMETHICONOL CROSSPOLYMER, CI 77891 (TITANIUM DIOXIDE), GLYCERYL CAPRYLATE, SILICA SILYLATE, CI 77491 (IRON OXIDES), PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, CI 77499 (IRON OXIDES), CI 77492 (IRON OXIDES), TIN OXIDE, ETHYLENE/METHACRYLATE COPOLYMER, ISOPROPYL TITANIUM TRIISOSTEARATE/METHICONE CROSSPOLYMER",no,yes
Magic Shadow 57 Almond,en,https://image.labiosthetique.com/i/square-1440/m2-product:magic_shadow_57_almond_396597_2_5g_0c70999.jpg/feed-media.jpg,https://www.labiosthetique.de/magic-shadow?childSku=4040218881813,/magic-shadow?childSku=4040218881813,016575,The powder eyeshadow contains powdery colour pigments to magically give the eyelids enchanting accents.,"25,00 €",,"2,5 g",Make-Up,"Simply apply Magic Shadow to the lid with the fingers, the eyeshadow applicator or a brush in the desired shape and colour intensity.","TALC, SYNTHETIC FLUORPHLOGOPITE, CI 77891 (TITANIUM DIOXIDE), CI 77491 (IRON OXIDES), PENTAERYTHRITYL TETRAISOSTEARATE, CI 77499 (IRON OXIDES), ZEA MAYS (CORN) STARCH, OCTYLDODECYL STEAROYL STEARATE, CI 77742 (MANGANESE VIOLET), ZINC STEARATE, CI 77492 (IRON OXIDES), SORBIC ACID, SODIUM DEHYDROACETATE, TIN OXIDE, GLYCINE SOJA (SOYBEAN) OIL, BISABOLOL, CALENDULA OFFICINALIS FLOWER EXTRACT, TOCOPHEROL",yes,yes
Automatic Pencil for Eyes K10 Anthracite,en,https://image.labiosthetique.com/i/square-1440/m2-product:automatic_pencil_for_eyes_k10_anthracite_247587_0_35g_c270607.jpg/feed-media.jpg,https://www.labiosthetique.de/automatic-pencil-for-eyes?childSku=4040218883213,/automatic-pencil-for-eyes?childSku=4040218883213,017011,"The elegant Automatic Pencil combines highly pigmented colour vibrancy with waterproof staying power. The soft, retractable lead allows users to draw precise lines or shading lasting all day long.","24,50 €",,"0,35 g",Make-Up,"Draw a line from the inner corner of the eye along the lash line to the outer corner of the eye. If needed, use the blending tool at the end of the pencil or a brush to soften the line. The line can be corrected immediately with make-up remover and a cotton bud.","C9-12 ALKANE, CI 77499 (IRON OXIDES), MICA, BIS-BEHENYL/ISOSTEARYL/PHYTOSTERYL DIMER DILINOLEYL DIMER DILINOLEATE, SUCROSE TETRASTEARATE TRIACETATE, CI 77891 (TITANIUM DIOXIDE), HYDROGENATED CASTOR OIL, SYNTHETIC WAX, COPERNICIA CERIFERA CERA (CARNAUBA WAX), POLYGLYCERYL-4 DIISOSTEARATE/POLYHYDROXYSTEARATE/SEBACATE, CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), DISTEARDIMONIUM HECTORITE, TOCOPHEROL, PROPYLENE GLYCOL, TIN OXIDE",yes,yes
Pencil for Eyes Mocha Silk,en,https://image.labiosthetique.com/i/square-1440/m2-product:pencil_for_eyes_mocha_silk_247599_1_06g_2c4cb55.jpg/feed-media.jpg,https://www.labiosthetique.de/pencil-for-eyes?childSku=4040218775112,/pencil-for-eyes?childSku=4040218775112,017325,Der herrlich sanfte Kajal lässt sich durch seine einzigartig geschmeidige Textur hochpräzise auftragen und verleiht den Augen eine natürlich wache Ausstrahlungskraft.,"22,00 €",,"1,06 g",Make-Up,Pencil for Eyes auf den inneren Rand der Augen oder am unteren und/oder oberen Wimpernansatz sanft auftragen.,,no,no
BELAVANCE® Nail Whitener,en,https://image.labiosthetique.com/i/square-1440/m2-product:belavance_nail_whitener_413256_8ml_a59b6cf.jpg/feed-media.jpg,https://www.labiosthetique.de/belavancer-nail-whitener,/belavancer-nail-whitener,020485,"With its texture developed especially for professional use, BELAVANCE® Nail Whitener neutralises discolouration and visibly lightens the nails.","19,00 €",,8 ml,Make-Up,"Apply Nail Whitener evenly to cleaned natural nails. For a more intense effect, apply two coats.","BUTYL ACETATE, ETHYL ACETATE, CELLULOSE ACETATE BUTYRATE, ISOPROPYL ALCOHOL, ADIPIC ACID/NEOPENTYL GLYCOL/TRIMELLITIC ANHYDRIDE COPOLYMER, DIPROPYLENE GLYCOL DIBENZOATE, NITROCELLULOSE, FLUORESCENT BRIGHTENER 367",yes,yes
Hairloss Control Shampoo,en,https://image.labiosthetique.com/i/square-1440/m2-product:hairloss_control_shampoo_408086_100ml_d3daab5.jpg/feed-media.jpg,https://www.labiosthetique.de/hairloss-control-shampoo?childSku=4040218892611,/hairloss-control-shampoo?childSku=4040218892611,120201,"The mild shampoo revitalises the hair roots, makes the hair more resistant and helps to prevent hair loss.","16,00 €","160,00 € / 1 l",100 ml,Haar- & Kopfhautpflege,"Distribute evenly in the hair and on the scalp, briefly allow to take effect, then rinse out thoroughly.","AQUA (WATER), SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, SODIUM CHLORIDE, PHENOXYETHANOL, TROMETHAMINE, PANTHENOL, POLYQUATERNIUM-7, SODIUM BENZOATE, BENZOIC ACID, POLYQUATERNIUM-10, LACTIC ACID, ETHYLHEXYLGLYCERIN, SODIUM POLYPHOSPHATE, PARFUM (FRAGRANCE), CITRIC ACID, ALCOHOL, CHLORELLA VULGARIS/LUPINUS ALBUS PROTEIN FERMENT, KERATIN, MALUS DOMESTICA FRUIT CELL CULTURE EXTRACT, MANNITOL, PHOSPHATIDYLCHOLINE, GLYCERIN, HYDROLYZED KERATIN, LECITHIN, POTASSIUM SORBATE, POLYGLYCERYL-10 LAURATE, XANTHAN GUM, SODIUM ACETATE, CETYL ALCOHOL, LEONTOPODIUM ALPINUM FLOWER/LEAF EXTRACT, NIACINAMIDE, SORBITAN OLEATE, ISOPROPYL ALCOHOL, CAPRYLYL GLYCOL, CETRIMONIUM CHLORIDE, SODIUM LACTATE, SALVIA MILTIORRHIZA LEAF EXTRACT, PORPHYRA UMBILICALIS EXTRACT , TOCOPHEROL, PHYTOSPHINGOSINE",no,no
Anti-Grey Elixir,en,https://image.labiosthetique.com/i/square-1440/m2-product:anti_grey_elixir_385958_95ml_37e4a93.jpg/feed-media.jpg,https://www.labiosthetique.de/elixir-anti-grey,/elixir-anti-grey,120323,The unique scalp elixir revitalises hair that has turned grey and helps it regain its natural colour. The hair is repigmented and lastingly protected against future pigment loss.,"69,50 €","731,58 € / 1 l",95 ml,Haar- & Kopfhautpflege,"Apply the contents of 1–2 pipettes to the scalp after shampooing or at any time and massage in gently. Do not rinse out! Ideally, use daily for the first three months. After three months, the application can be reduced to once every two days. Regular use ensures success.","AQUA (WATER), ALCOHOL DENAT., GLYCERIN, PENTYLENE GLYCOL, PANTHENOL, PHENOXYETHANOL, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, MALTODEXTRIN, CASSIA ALATA LEAF EXTRACT, PVP, SODIUM POLYPHOSPHATE, TROMETHAMINE, COPPER GLUCONATE, ETHYLHEXYLGLYCERIN, MALACHITE EXTRACT, CITRIC ACID, PALMITOYL TETRAPEPTIDE-20, TOCOPHEROL",yes,yes
